product_uid,product_description
100270,"Werner's 16 ft. Reach Fiberglass Podium Ladder delivers the same reach height as a 12 ft. stepladder and offers a large standing surface with toe guard, providing maximum comfort. It features the 4X Work Zone that allows you to face any direction safely, so you can accomplish more without having to reposition your ladder. This updated design also includes the HolsterTop PRO extended guardrail, providing an extra point of contact while securely and conveniently organizing tools and accessories at the top of the ladder. Built with safety in mind, the exclusive EDGE360 bracing system increases the size of the ladder foot pad and braces the first step, providing protection from every angle.Offers equivalent reach height of a 12 ft. step ladderExtra-large platform for long standing comfortHolsterTop PRO extended guard rail securely wraps around Work Zone and holds an arsenal of toolsEDGE360 includes an integrated rail shield, edge bracing and oversized foot pads for securityDouble riveted, slip-resistant, TRACTION-TRED steps offer secure footingANSI certified and OSHA compliant for safe use4X Work Zone to reach all directions:"
100271,"Finally, a product that delivers for LEED. AZEK Pavers help projects earn LEED certification easier than any other pavement. A superior alternative to concrete permeable pavers, AZEK Pavers combined with an open-graded base can reduce runoff-generating impervious cover and decrease the rate and quantity of runoff. Paver joints are filled with small stones and independently tested at an infiltration rate of over 480 in. per hour.Available in 5 colorsInfiltration rate: less than 480 in. per hourInstalled over open-graded subbaseApplications: parking lots, walkways, entryways, patios, driveways, other low speed vehicular applicationsNo specialized cutting equipment requiredWeighs 65% less than traditional concrete paversAZEK pavers are made from up to 95% recycled materialEach item contains 8 pavers and 1 grid"
100272,The JELD-WEN 30 in. x 80 in. Wood Unfinished Slab Door features natural unfinished wood characteristics and can be painted or stained to match your decor. This 1-3/8 in. thick slab door is constructed from millwork byproducts to help preserve valuable natural resources. The reversible door handing allows flexibility when installing.California residents: see&nbsp;Proposition 65 informationHollow-core wood bored slab provides a lightweight and attractive door for any roomContains millwork by products to conserve natural resources1-3/8 in. Thick panel for durabilityDoor slabs must be finished on all 6 sidesUnfinished wood allows painting or staining to fit your decorReversible handing allows flexibility when installingNote: Product may vary by store
100273,"Safavieh's Courtyard collection was created for today's indoor/outdoor lifestyle. These beautiful but practical rugs take outdoor decorating to the next level with new designs in fashion-forward colors and patterns from classic to contemporary. Made with enhanced material for extra durability, Courtyard rugs are pre-coordinated to work together in related spaces inside or outside the home. Safavieh developed a special sisal weave that achieves intricate designs that are so easy to maintain, you simply clean your rug with a garden hose.100% PolypropyleneNo backing, rug pad recommended to avoid shifting and slidingPower Loomed in TurkeyWater resistant making it perfect for outdoor useVacuum regularly and spot clean; for hard-to-remove stains, professional rug cleaning is recommendedFor an instant decorating makeover, this area rug is one of the easiest and most fashionable ways to refresh a room with character and stylePlease Note: The digital images and product dimensions on our website are as accurate as possible. Due to differences in computer monitors, some rug colors may vary slightly. Lengths and widths may vary from the published dimensions. We do our best to provide you with an exact measurement, but please be advised that some variation exists. Patterns may vary slightly according to shape and size selected.60 day manufacturer warranty, for warranty information on this product, please call our Internet Customer Service Center at 1-800-435-4654Please note: The digital images and product dimensions on our website are as accurate as possible. Due to differences in computer screens, some rug colors may vary slightly. Lengths and widths may vary from the published dimensions. We do our best to provide an exact measurement, but please be advised that some variation exists. Patterns may vary slightly according to shape and size selected.Check Out The Home Depot's Area Rug Buying Guide"
100274,"Milwaukee REDLITHIUM batteries are the next generation in Lithium-Ion technology. Compatible with all products in the M12 Cordless tool system, REDLITHIUM battery packs will provide unmatched runtime, performance and durability for the professional tradesman.1.5-amp hour 16-watt hour's batteryLightweight over 65% lighter vs. compact NiCd batteriesCompact over 50% smaller vs. compact NiCd batteriesRed lithium also provides up to 50% more rechargesBattery fuel gauge displays charge status on toolLithium-ion battery delivers long life and run time with fade-free powerFor use with Milwaukee M12 cordless toolsCompatible chargers: M12/M18 multi-voltage (48-59-1812), M12 AC/DC (2510-20), M12 30 minute (48-59-2401)Includes: (2) 48-11-2401 M12 red lithium-ion compact battery"
100275,"The Weyerhaeuser 1/2 in. x 4 ft. Rebar is designed with ridges to help concrete grip the bar when used in concrete reinforcement. This rebar is made from steel for strength and durability.Made from Grade 40 unfinished steelCan be used as a forming stake, garden stake, tent stake, sprinkler head stake, connector tie or in concrete reinforcementRidges help the concrete grip the barRusting does not affect performanceNote: Product may vary by store."
100276,"With a vintage modern flair, Markor is inspired by mid-century architectural design. Using a modular approach, Markor offers the ability to mix and match finishes and lights for a complete fixture suited perfectly for your home.California residents: see&nbsp;Proposition 65 informationVapor proof design offers convenient moisture protectionClear glass allows for bright lightTubular shape adds simple, contemporary styleIdeal for outdoor use in wet conditions"
100277,"Choose our innovative Pruning Stik Telescoping Tree Pruner for a level of control traditional pruners with exterior ropes can't match. The rope-free design means you can use both hands to maximize your power and accuracy, and an easy-to-grip sliding handle makes the pruning action smooth and simple. The lightweight pole extends up to 12', and an actuating ball at the end of the shaft lets you reach even farther and still prune with precision. An included 15"""" saw blade makes it easy to take down thicker branches, and the cutting head rotates up to 230 to let you prune and saw at tough angles. With the Pruning Stik Telescoping Tree Pruner, there's no cut you can't make. Lifetime warranty.California residents: see&nbsp;Proposition 65 informationAssembled Dimension: 4 in. W x 3 in. D x 95 in. H15 in. saw blade with adjustable anglePlastic handle extends up to 12 ft.Corrosion resistantDual-activated, ropeless PowerStroke cutting actionDual activated cutting actionRopeless, PowerStroke cutting actionNon-stick coated, sharp-precision steel bypass bladesLifetime Warranty"
100278,"The Vanderbilt and Delray Railing Post Sleeve Kit include the necessary post cap and base trim. Simply slide over your existing treated 4 in. x 4 in. post. And remember to slide the skirt over the post sleeve before installing your railing. Use with the following products (WWR-THDV36-S8, WWR-THDV36-S6, WWR-THDV36-S8S, WWR-THDV36-S6S, WWR-THDV36-C8, WWR-THDV36-C6, WWR-THDV36-C8S, WWR-THDV36-C6S).Available in whiteEasy to installLow maintenanceMust purchase 4 in. x 4 in. treated post separately, the post sleeve slides on treated 4 in. x 4 in. posts"
100279,"The Werner Multipurpose Project Tray conveniently holds tools, paint and supplies. Made for use with Werner multiladders and step ladders, it attaches easily and works at multiple heights. The tray conveniently includes sockets for the included ToolLasso and other accessories.Conveniently holds tools, paint and suppliesMade for Werner multi ladders and step laddersAttaches easily to ladderIncludes one ToolLasso to help keep your tools secure and handy"
100280,"The Feit Electric 13-Watt (60W) Red Twist CFL Light Bulb casts a red light that's perfect for post lights, porch lights and parties. Ideal for both indoor and outdoor use, the bulb features an instant start-up for convenient use. This bulb can last for up to 8,000 hours.Brightness: 25 lumensEstimated yearly energy cost: $1.57 (based on 3 hours/day, 11 cent/kWh, costs depend on rates and use)Life: 7.3 years (based on 3 hours/day)Light appearance: redEnergy used: 13-Watt (equivalent to 60-Watt standard incandescent light bulb)Red color makes the bulb ideal for use in post lights and porch lightsGreat for parties"
100281,"MD Building Products provides a full assortment of weather-stripping and high-density foam tapes for any weatherproofing needs. Water heater insulation blankets are designed for gas, oil or electric heaters. White vinyl backed fiberglass blanket. Includes adhesive tape for easy installation. Easy to install with scissors, measuring tape and pencil. Fits up to 60 gal. R-11 insulating value.High-density foam water heater blanket has been designed for gas, oil or electric heatersProduct has been designed for the DIY person and can be installed with scissors, measuring tape and pencilWater heater blanket is a white vinyl backed fiberglass blanketProduct has an R-11 insulating valueWater heater blanket includes adhesive tape for easy installation"
100282,"The RL Flo-Master 1 Gal. Economy Sprayer features a translucent polyethylene tank for monitoring the liquid level. This unit also provides ease of use with a comfortable-grip pump handle, a funnel-top design and an adjustable spray nozzle. The braided, reinforced hose is 32 in. long and detaches for easy cleaning.1 Gal. tank is easy to carryHigh-density polyethylene tank provides viewing of the fluid levelPoly wand provides durability and clips onto the handle for convenient storageNozzle easily adjusts from a fine mist to a solid stream to meet your spraying needsFlow control locks for ease of useReinforced, braided hose with a removable connection for easy assembly and cleaningFunnel top offers simple pouring and fillingComfortable pump handle for easy pumping and carrying"
100283,"This Indoor/Outdoor Ribbed Pattern Rug is a great way to dress up your patio, sunroom or any Indoor/Outdoor living space. Being constructed from 100% solution dyed polyester fiber helps make it mold, mildew and stain resistant for easy care and cleaning. This all weather rug is durable and also UV protected to help prevent fading. You can now have a great rug solution and at the same time be environmentally responsible since it is made from post-consumer recycled plastic drinking bottles.100% Solution dyed Polyester fiber durable ribbed needle punch constructionDuraLock backing - a latex-free premium fiber-fastening technologyMachine MadeUV protected to help prevent fadingVacuum, spot clean or spray with garden hoseMade from earth friendly post-consumer recycled plastic drinking bottlesPlease Note: The digital images and product dimensions on our website are as accurate as possible. Due to differences in computer monitors, some rug colors may vary slightly. Lengths and widths may vary from the published dimensions. We do our best to provide you with an exact measurement, but please be advised that some variation exists. Patterns may vary slightly according to shape and size selected."
100284,"The CAT professional 1000-Watt power inverter is designed with the pro in mind. This unit features dual 120-Volt outlets and 2 high output USB ports, ideal for operating and charging tools and a variety of electronics. The CPI1000 is unique in that it is the only 1000-Watt inverter that can be operated either by the 12-Volt accessory outlet plug (under 100-Watt) or the battery clips for the full 1000-Watt.1000-Watt continuous power outputDual 120-Volt AC outlets2 USB charging ports12-Volt accessory outlet plugHeavy duty cables and clipsTurbo cooling fansBuilt in mounting bracketsProtective outlet coversIlluminated power indicatorsStatus indicator buttonRoll barsHome Depot Protection Plan:"
100285,"Refrigerator Water Supply Kit includes everything needed for easy installation and fits most refrigerators. Refrigerator Water Supply Kit provides water to ice makers, ice and water dispensers, freestanding ice makers, humidifiers, and evaporator coolers.Includes everything you need for easy installationFits most major refrigerator brandsProvides water to ice makers, ice and water dispensers, freestanding ice makers, humidifiers, and evaporator coolers(1) 5 ft. pex tubing and fittings"
100286,"The Werner Energy Seal Aluminum Attic Ladder delivers five times more energy efficiency than a traditional attic ladder with its insulated door and weather-stripping that offer energy saving benefits. An innovative air locking design creates a tight seal, reducing drafts and air leakage up to 60%. The ladder offers a universal fit for homes with ceiling heights 8-10 ft., designed for attic openings 22.5 in. x 54 in. Lightweight aluminum construction boasts a 375 lb. load capacity, while gas struts ensure smooth, easy door opening. Installation is simple with the easy-to-follow online instruction video.Aluminum construction offers lightweight durabilityReduces drafts to conserve energySealed opening provides 60% reduction in air leakageInsulated door provides five times more energy efficiency for your home compared to standard attic laddersQuiet struts for easy opening and closing375 lb. load capacity provides ample support for transporting items to and from the atticFits ceiling heights 7 ft. 8 in. to 10 ft. 3 in.ANSI and OSHA compliant for safetyFits ceiling heights 7'8"" to 10'3"""
100287,"These Grip-Rite roofing nails are for installing asphalt roofing shingles. They can also be used to apply insulation board, and felt to wood substrates. They are electro-galvanized to help resist rust and corrosion.Made of steel constructionDiamond point tip for easier drivingLarge head and heavier shank provide greater holding powerMade to conform to ASTM F1667 requirements"
100288,"Waxes are applied easily with a brush or a soft, clean rag. By using a wax instead of a varnish, you have more control over how the finished piece will look. Dark waxes can be used on top of Clear Waxes to add an authentic antique look. Waxes also offer a soft, smooth finish that can be buffed to a glossy sheen if desired.Water-based, low odorFor a protected matte finish, just rub on without buffing, Buffing will create a glossier sheen, No need to re-apply wax - initial coat provides long lasting durabilityApply sparingly, do not over wax, too much wax will leave a finished surface feeling tacky, rub off excess waxWaxes clean easily off brushes with soap and water, finished pieces can also be cleaned gently with a damp rag"
100289,"Leviton's award-winning line of designer style devices enhance every interior from traditional to contemporary. They easily replaces standard devices throughout your home and add the perfect finishing touch. The Decora offering includes switches, outlets, GFCIs, lighting controls, home automation, multi-room audio/video products, fan speed controls and wall plates.Space saving design fits multiple devices in a single wall box2 switches control two separate fixturesSingle pole controls light(s) from one locationUse with Decora wall plate"
100290,"The Martha Stewart Living 3 in. Polished Nickel Channel Pull features a casual design that complements many home decor styles. The pull is made with die-cast zinc to help ensure strength and features a 3 in. center-to-center, rear-mount design for easy installation. Comes with two 8-32 x 1 in. fasteners.Cabinet pullDie-cast zinc constructionPolished nickel finish3 in. center-to-center, rear-mount designHow to measure your cabinet pull:"
100291,"The Waste King 2600 Legend Series 1/2 HP EZ-Mount Sound Insulated Garbage Disposal is one of the best food disposals on the market. With a high-speed 2600 RPM Vortex powered permanent magnet motor, this Disposal can efficiently get rid of your food waste. It includes a removable splash guard that aids in internal inspection and can be easily cleaned. It is also septic safe for properly sized septic tanks, making it environmentally friendly. The fast and easy mount system provides a no-hassle installation and is suitable for dishwasher hookup.Sound insulated, continuous feed garbage disposerSafe for properly sized septic tanksFast and easy mount system provides a no-hassle installationHigh-speed 2600 RPM permanent magnet motor produces more power per poundCorrosion proof glass-filled polyester grinding chamber and glass-filled nylon hopperStainless steel and Celcon sink flangePositive seal stopper, removable splash guard and ABS waste elbowStainless steel grind ring, swivel impellers, and turntablePermanently lubricated, sleeve-type bearingsManual reset overload protector36 in. power cord includedLifetime corrosion warranty5-year in-home service warrantyHome Depot Protection Plan:"
100292,This torsion spring cable drum is constructed from diecast. It accepts cables up to 1/8 in. in diameter with a maximum weight load of 265 lbs. per drum. This drum spools your lifting cable as your garage door is operated.Die-cast constructionUsed on torsion spring garage doorsAccepts cables up to 1/8 in. in diameterMaximum weight load of 265 lbs. per drumHanding is determined by standing inside the garage looking outward
100293,"Save time, money, and labor costs! Cortex for AZEK Trim is the only concealed fastening system to quickly, easily fasten AZEK PVC Trim to your building project. Cortex for AZEK eliminates the need to caulk, sand and paint every single nail hole! The unique bit sets screws below the surface and plugs made out of AZEK trim tap right in for a clean, flush finish. No mess and or fading over the life of the project. Plus, Cortex fasteners offer a stronger connection than nails. Box comes packed with everything needed to install 750 Ln. ft. of AZEK Trim - screws, plugs, and setting tool. Set screw. Set plug. All set.Fast and easy: eliminates the need to calk, sand and paint each nail holePlugs made out of same AZEK material as trim. Eliminates fading or streakingCan be paintedGuaranteed corrosion resistance for life of the project. ACQ approvedPackaging comes with everything needed - screws, plugs, and setting tool"
100294,"The Grafton Vanity in Crimson with Granite Vanity Top in Beige from Home Decorators Collection has a compact size, making it an ideal choice for a small bathroom. Stylish and attractive with traditional raised panel doors, this vanity has a crimson furniture quality finish, a beige granite vanity top with white bowl, a decorative toe kick and brushed black nickel hardware. Pre-drilled for a 4 in. centerset faucet, this vanity will provide ample storage and has a maple finished interior that is easy to clean.Ideal for small bath or powder roomsBeige granite vanity top with white provides years of useBeige granite vanity top with white integrated bowl provides years of useLarge interior storage space provides ample storage2 traditional raised panel doors add a stylish touchMaple finished interior is elegant and easy to cleanAntique brushed black nickel hardware for a decorative touchFully-assembled for fast and easy installationRequires standard 3-hole, 4 in. centerset faucetFaucet sold separately"
100295,"Ryobi introduces the new and improved 18-Volt ONE+ Compact Radio with Bluetooth Wireless Technology, a must-have addition to any tool collection. The Compact Radio features integrated Bluetooth Wireless Technology providing users the ultimate versatility to stream full audio up to 30 ft. away as well as an on-board USB port to charge smartphone devices. The Compact Radio includes (2) AAA Alkaline Batteries for remembering FM/AM station presets and an Operator's Manual. This Compact Radio is backed by a 3-Year Warranty. See below for additional details.California residents: see&nbsp;Proposition 65 informationIntegrated bluetooth wireless technology for ultimate versatility to stream full audio up to 30 ft. awayMulti-mode selector allows the choice between FM, AM, Aux and bluetooth modes1-Amp USB port charges most portable electronic devices including smartphonesCompact size is durable and easily portable for use on the jobsite or at homeDigital tuning with capability to save 10 FM and 10 AM station presetsPremium speaker provides clear, crisp music at a range of volumesAuxiliary input jack with included storage location for smartphone useLow battery indicator advises when 18-Volt ONE+ battery will need to be rechargedDigital clock easily readable on backlit, LCD screenInternal battery back-up maintains clock and station presetsPowered by any 18-Volt ONE+ lithium-ion or ni-cd batteryBattery and charger sold separatelyIncludes P742 compact radio, (2) AAA alkaline batteries and operator's manualHome Depot Protection Plan:"
100296,"The FirsTime Patchwork wall clock will be a striking addition to any wall. It features intricate patterns that are stamped into colorful patchwork panels. Bring this unique timepiece home today.Multicolor plasticMulti-color, paneled styleAttractive neutral dial20.5 in. diameter"
100297,"The M18 Fuel High Torque Impact Wrenches outperform all competitors and offer professional tradesmen new levels of performance, run time and durability. Traditionally, users facing repetitive high torque fastening applications have needed to resort to corded or pneumatic impact wrenches due to run time and power challenges. The combination of a POWERSTATE Brushless Motor, REDLINK PLUS Intelligence, REDLITHIUM XC 4.0 Battery Pack and an optimized impact mechanism results in tools that outclass all cordless, corded and even pneumatic competitors. Each M18 Fuel High Torque Impact Wrench features a unique anvil / mechanism combination and proprietary 2-Mode DRIVE CONTROL that is tuned to offer users more productivity and a wider range of applications they can complete.Pneumatic fastening performanceProprietary 2-mode drive controlPower state brushless motorSuperior ergonomics reduce user fatigueHome Depot Protection Plan:"
100298,"Decorate your entryway with a classic covering solution for wide and double doors. Elegant solar grey polycarbonate panels give it a unique look. An easy assembly makes for an enjoyable way to protect your family from the bitter elements outside.Complete wall mounting kit included, maintenance free designVirtually unbreakable panels with 100 percent UV protectionEasy assembly - no special tools required, packaging fits in your car's back seatFront aluminum gutter and back hidden gasket direct rainwater sidewaysStrong and durable - protection from hazardous weather throughout the year, powder coated galvanized steel central and support arms assures high snow loading capacity3-Year limited warranty"
100299,"Embrace a sophisticated look with Verticyl. It features vertical sides for a deep, geometric basin. An under-the-counter installation allows this sink to seamlessly integrate into your bath or powder room design.Geometric rectangular basin with vertical sidesOverflow drainNo faucet holes; requires wall- or counter-mount faucetVitreous china"
100300,The Gilmour Metal Pistol Nozzle features a squeeze handle and a trigger lock. The threaded tip end allows for connection to your hose with a 5/8 in. fitting. The durable metal body stands up to tough environments.California residents: see&nbsp;Proposition 65 informationPistol-type spray nozzle with squeeze handle and trigger lockSturdy metal construction5/8 in. connector fittingMaximum pressure of 60 psi
100301,"Make wide windows or patio doors beautiful and functional with the Bali Cut-to-Size PVC louvers. The louvers can be trimmed to fit your window and can be washed to help provide easy maintenance. Room darkening louvers make them ideal for bedrooms or any room where more privacy and light control is desired.3.5 in. W x 84 in. LFits windows: 84 in. LDurability and style of our Bali Cut-to-Size Vinyl Vertical blinds make them ideal for any location, including those with high humidity, such as kitchens, bathrooms and laundry roomsVinyl louvers offer value, durability, easy cleaning and superior light controlSpare louvers can also be used for the valance insert for the vertical head rail (sold separately)3.5 in. wide louversIf purchasing a 44 in. - 60 in. wide head rail, you will need 2 louver packsIf purchasing a 61 in. - 78 in. wide head rail, you will need 3 louver packsIf purchasing a 79 in. - 104 in. wide head rail, you will need 4 louver packsSame color front and backNeutral colors to enhance any decorIf your louver length includes the height of the vertical head rail you will need to deduct 2 in. from your total louver lengthBali Cut-to-size available in store or onlineWhile our product images represent the product as accurately as possible, please note that different screen monitor settings may create a color varianceNot sure what size to buy? Click here to download a printable window treatment measuring guide!WARNING: The cords on this product present a potential strangulation hazard. For child and pet safety, consider cordless alternatives or products with inaccessible cords. To access a copy of the warning label, see additional images.Learn more about child and pet safety."
100302,"Save time, money and labor costs. Cortex for AZEK Trim is the only concealed fastening system to quickly, easily fasten AZEK PVC Trim to your building project. Cortex for AZEK eliminates the need to caulk, sand and paint every single nail hole. The unique bit sets screws below the surface and plugs made out of AZEK trim tap right in for a clean, flush finish. No mess and or fading over the life of the project. Plus, Cortex fasteners offer a stronger connection than nails. Box comes packed with everything needed to install 250 lin. ft. of AZEK Trim - screws, plugs and setting tool. Set screw. Set plug. All set.Fast and easy: eliminates the need to calk, sand and paint each nail holePlugs made out of same AZEK material as trim. eliminates fading or streakingCan be paintedGuaranteed corrosion resistance for life of the project. ACQ approvedPackaging comes with everything needed screws, plugs and setting tool"
100303,"The Channel Master CM 1850 is a 50 ft. long, 18 gauges, high quality galvanized telescoping steel mast used for TV antenna mounting, as well as other antenna and specialty applications. The mast is weather resistant, strong and durable and comes with guy rings, mast clamps and platform pins making it ready to install. Channel Master recommends using guy wire for all antenna installations using masts over 10 ft.18-Gauge steel galvanized telescoping mastLength: 50 ft.Easy to set upQuality construction"
100304,"5/16 in. x 48 in. Aluminum Screen Frame Kit includes everything needed to build a new screen frame (insect screen not included). The kit includes aluminum frame pieces, frame corners, pull tabs, spline and tension springs. Easily build a new screen frame using this kit.Aluminum construction provides durabilityBrilliant white colorKit contains necessary parts for making a screen frame up to 48 in. long and 48 in. wideIncludes four 48 in. lengths of 5/16 in. frame, 4-corner connectors, 2-pull tabs, a retaining spline, 2-corner springs and easy-to-follow instructionsInsect screening material sold separatelyEasy to assembleNote: product may vary by store"
100305,"Pavestone's RumbleStone Columns/Walls Kit makes it easy to create custom bench style seating or decorative planters that can be integrated into your current hardscape or landscape design. Available in three different colors and constructed by combining RumbleStone large, medium and mini stones. Pavestone's RumbleStone Columns/Walls Kit coordinates beautifully with your home's architecture and landscape adding functionality to your outdoor living space.Kit includes: 69 large, 35 medium, 92 miniAvailable in three colors: cafe, sierra blend and grey stoneRumbleStone columns/walls kit coordinates beautifully with your home's architecture and landscape adding functionality to your outdoor living spaceSimple assembly and no cutting required"
100306,"Create additional drawer space on your ShelfTrack system with ClosetMaid's 4-Drawer Kit. It includes brackets, shelves and 17 in. deep metal wire drawers for a variety of storage options. The drawers are adjustable, helping you create a system that meets your unique needs. This 27 in. H x 21 in. W x 17 in. D kit helps you store more without having to install a new system, saving you time and money for your next project.Sturdy metal construction to accommodate heavier itemsOne 4 in. high drawer and three 7 in. high drawers for tops, socks, accessories and moreEasy installation with ShelfTrack standards (sold separately)White epoxy finishManufacturer replacement of missing or damaged parts"
100307,"The Rust-Oleum EpoxyShield 2 gal. Gray High-Gloss 2-Part Epoxy Garage Floor Coating Kit is easy to apply with a brush to garage concrete surfaces. The epoxy 2-part, water-based formula provides ideal protection and the high gloss sheen in gray offers a handsome appearance. Decorative chips are included for an appealing look.California residents: see&nbsp;Proposition 65 informationEasy to apply with a brush to garage concrete surfacesEpoxy 2-part, water-based formula provides ideal protectionHigh-gloss sheen in gray offers a handsome appearanceDecorative chips are included for an appealing lookFinish up to 500 sq. ft. or a 2-1/2 car garage for complete coverageFormulated to withstand wear and abrasionsResists damage by gasoline, anti-freeze, motor oil, salt and hot tiresEasy to clean with soap and waterActual paint colors may vary from on-screen and printer representationsNote: product may vary by store"
100308,"With an impressive 7.0 cu. ft. capacity and an AutoDry moisture sensor that stops the cycle at the perfect point of dry, this Maytag dryer is built to handle your largest loads. Sturdy Maytag Commercial Technology guarantees these dryers come standard with high-performance, commercial-grade parts like a durable, high-torque motor, premium rollers and a 5-rib belt that keeps them humming along year after year. And we backed this heavy-duty dryer with a 10-year limited parts warranty, so you'll be covered for every demanding laundry job for a decade. Rely on the Wrinkle Control cycle to help keep clothes looking good.The extra-large 7.0 cu. ft. capacity provides enough space to evenly dry your largest loads straight from the washer15 Dryer Cycles including multiple timed dry options, heavy duty, energy preferred auto dry, less dry - auto dry, more dry, air dry, normal and damp dryDryer drum's powder-coat finish resists chipping and abrasion to protect clothes from damageRear panel controls provide convenient access to all cycle and option selections4 temperature settings: air only, high, low and medium allow you to choose the best drying temperature for each loadAutoDry sensor tracks moisture levels to stop the cycle at that perfect point of dryWith the Wrinkle Control option, the dryer continues to tumble your clothes after the cycle has ended. It's a no-heat way to help prevent wrinkles from setting inSet the end-of-cycle signal alerts you when the drying cycle has completedMaytag Commercial Technology. These dryers come standard with high-performance, commercial-grade partsInterior drum light illuminates the interior of the dryer to make loading and unloading easier. Reversible side-swing door increases installation optionsThe heavy-duty motor provides faster spin speeds, which work together with optimized airflow for exceptional dryingMaytag Commercial Technology. These dryers come standard with high-performance, commercial-grade parts10-year limited parts warranty on the drive motor and dryer drum"
100309,"Get wood and metal cutting blades in both thin kerf and demolition for a wide variety of professional applications with the 12-piece Milwaukee Sawzall Blade Set. The wood cutting blades are equipped with Fang Tip and Nail Guard technology to extend the life and increase durability in nail-embedded wood. The thin kerf, Double Duty Upgrade metal cutting blades provide extended life and fast, flexible cuts. Torch demolition, Double-Duty Upgrade metal cutting blades also provide extended life and facilitate tough cuts. Torch blades also have Grid Iron Technology for increased stiffness. Metal cutting blades are equipped with Tough Neck, engineered to protect against tang breakage for added strength.Includes wood- and metal-cutting Sawzall blades in both thin kerf and demolition for a wide variety of professional applicationsWood-cutting blades with fang tip and nail guard technology to extend the life and increase durability in nail-embedded woodThin kerf Double Duty Upgrade metal cutting blades for long life and fast, flexible cutsTorch demolition, Double Duty Upgrade, metal cutting blades for long use and making tough cuts1 in. tall blade profile for straighter cutsDouble relief angle for reduced tooth stressMatrix II bi-metal teeth for greater durabilityDurable storage case that adjusts to hold up to 9 in. bladesJobsite durable storage case adjusts to hold up to 9 in. blades."
100310,"Perfect for alongside your bed, chair or sofa, the Hampton Bay Swing Arm Lamp will complement a wide variety of decor. Functional with a brushed nickel finish and an attractive pleated shade, this wall lamp's arm swings out of the way when not in use and positions in place when you require additional light. Easy to maintain and easy to coordinate with brushed nickel pieces from Hampton Bay, this lamp plugs into a standard 110/120-volt wall outlet for ease of use.Assembly and install parts include: shade, harp, finial, main fixture body, mounting screws, lock nuts, ceiling anchors and mounting plateAttractive pleated shadeAttractive pleated shadeRequires 3-way bulb for varying light-output settingsUses one 150-watt maximum medium-base bulb, or CFL equivalent (sold separately)Assembly and install parts include: shade, harp, finial, main fixture body, mounting screws, lock nuts, ceiling anchors and mounting plateHome Depot Protection Plan:"
100311,"Feit Electric's 4 ft. Dual LED Utility-light uses 38-Watt and comes fully assembled with an ultra-light weight design that can be used in hanging or flush mount installation. This no-humming LED offers a cool white-light and adds instant full brightness to any dark lit area even in sub-zero temperatures. There are no lamps to dispose of or replace with this 4 ft. 2 lamp which is ideal for any garage, game room, basement, work bench, closet and or cabinet. Includes two 6 in. hanging wire harnesses as well as a 5 ft. plug-in chord and easy on/off-light switch. Durable smooth edge housing provides the-light you need along with a sleek modern design.High-efficiency fixture consumes 57% less energy, saving you moneyDurable polycarbonate construction is built to last and offers a clean, polished lookUses 2 utility-lights 88-Watt equivalent (included) 38-Watt, 120-VoltUL listed3700 LumensIncludes assembly and install parts: easy plug in use with on/off switch, 5 ft. plug in chordFully assembled, includes 6 in. hanging wire harness that provides ample reachFlexible use with 1-touch on/off switch4100K day-light4 per box"
100312,For use with most pool vacuum heads. Attaches easily and features a swivel cuff for kink-free maneuverability. The smooth spiral-wound design aids in flexibility and ensures maximum water flow rate.1.5 in. DiaExtruded flexible EVASmooth spiral wound design for flexibility and maximum flow rateSwivel cuff for kink-free maneuverability
100313,"The Economy 2 in. Foam Brush features a synthetic foam pad for maximum material absorption. It is a great brush for painting crafts and doing touch-up work. This brush has a wooden handle and can be used with various paints and stains.Synthetic-foam brush head can be used with paints and stains and holds ample materialGreat for craft projects, hobby paints and touch-up workNatural wood handle for comfort and lightweight2 in. brush widthNot for use with shellacs and lacquers"
100314,Add style to your home office or dorm room with this 2 tone Homestar 3-Drawer File Cabinet. It features a simple design that will accentuate any style of home decor. Combine with matching Laptop Desk to increase your workspace potential. Available in Java Mocha and Reclaimed Wood finishes.2 tone engineered wood in java mocha and reclaimed wood finishesDurable metal castersSmall drawer dimensions: 9.8 in. W x 12.1 in. D x 3.5 in. HLarge drawer dimensions: 9.8 in. W x 12.1 in. D x 7.8 in. HUse alone or combine with matching deskGreat for use in small spacesEasy to assemble
100315,"The Allied Tube and Conduit 3/4 in. x 10 ft. Electric Metallic Tube Conduit offers protection from magnetic fields, impact damage and crushing when pulling electrical cable. This steel conduit resists flattening, kinking and splitting and is coated with zinc for corrosion- and abrasion resistance.Protects insulated electrical conductors and cables from magnetic fields, impact damage and crushingE-Z Pull interior coating provides a smooth surface for faster wire pullingExcellent mechanical protection for conductorsDuctility for faster and easier bendingHigh grade mild strip steel for durability and longer lifeListed to underwriters laboratories safety standard UL 797Manufactured in accordance with ANSI C80.3Note: product may vary by storeNote: Product may vary by store."
